51302818271,ebd,198,267
51302835495,fdc,232,78
51302906808,ebc,229,67
51302917945,egf,190,100
51302925217,bfa,61,70
51302950993,ceb,25,190
51302959544,gfd,144,244
51303022258,deb,160,251
51303059067,fgf,3,218
51303061721,aab,237,213
51303083111,bec,205,299
51303084329,bdf,286,231
51303153631,cbd,28,291
51303162741,gaa,296,253
51303169328,eac,188,12
51303176980,fef,270,151
51303180792,bag,41,216
51303202391,gce,39,179
51303272305,dgb,119,182
51303286705,feb,292,201
51303318988,bfg,128,261
51303355408,fge,4,232
51303356753,gcb,66,81
51303357069,gge,84,246
51303357271,ceg,271,46
51303360131,edb,285,158
51303369599,bfa,139,66
51303373422,cfb,29,253
51303392149,bbe,225,133
51303404143,fcf,15,137
51303408792,bed,131,108
51303436979,eab,242,170
51303483141,gec,51,119
51303491293,beb,189,60
51303507955,gdb,98,103
51303528011,ebf,13,295
51303539786,ceg,149,46
51303573671,dgb,64,207
51303582048,cga,107,215
51303597475,fdf,36,185
51303599935,bgg,88,233
51303651646,bcf,51,297
51303695940,ecg,244,12
51303771013,bac,208,164
51303794099,gcg,190,241
51303806931,dcc,145,172
51303824511,baa,55,152
51303838268,bbf,127,230
51303848626,bef,124,186
51303861633,dca,233,52
51303923163,abg,2,188
51303952333,acc,18,68
51303967740,aba,229,135
51303997894,agd,82,89
51304037520,fae,64,295
51304045652,aac,226,92
51304064660,gca,105,54
51304144440,ffe,202,195
51304164103,gca,40,60
51304167372,ccd,239,43
51304222908,afg,188,180
51304236613,ggc,162,110
51304243121,agg,87,294
51304261987,ebd,35,288
51304262364,fdf,120,175
51304263158,bdd,190,142
51304268620,eag,121,114
51304299491,cef,92,281
51304337081,eae,142,250
51304340473,cbc,218,112
51304344920,egg,77,42
51304380586,dgc,159,273
51304400437,gbg,66,289
51304409232,agd,140,94
51304412550,baf,89,153
51304434678,efe,249,235
51304454131,gfb,45,182
51304461478,afg,188,147
51304466154,fge,243,185
51304473611,dfd,154,10
51304475377,dee,293,94
51304537078,cbc,260,113
51304555253,fbg,166,143
51304576856,cca,15,168
51304580545,daf,246,145
51304594582,agc,221,181
51304614600,gae,8,193
51304616047,gad,118,169
51304655997,ced,192,271
51304662692,efd,201,61
51304680898,cbd,247,279
51304725300,bdc,208,146
51304750685,dfb,247,242
51304757466,abc,73,240
51304758084,agf,299,137
51304764765,aee,22,205
51304774080,adg,206,79
51304776289,geb,213,132
51304788900,ccc,187,245
51304818685,bgf,1,253
51304821329,cab,40,147
51304837438,cfd,244,62
51304866062,dge,85,29
51304894481,dbc,194,227
51304894528,fcb,175,140
51304921356,ffa,284,212
51304947578,fff,267,200
51304949194,cda,185,202
51304967192,ffg,119,102
51304972126,fda,7,203
51304982280,eee,3,18
51304985244,bde,239,139
51304985529,gdd,110,209
51304994822,bcg,108,195
51305025295,fba,209,183
51305034500,gfe,50,54
51305053245,aea,35,47
51305070040,cce,220,182
51305138572,dgb,224,173
51305140235,gad,14,150
51305150137,efa,134,202
51305152067,dbe,34,28
51305177785,abe,153,50
51305187708,ede,143,227
51305229816,fde,91,93
51305246562,caf,208,132
51305255428,eee,143,18
51305280736,aad,195,115
51305285118,faa,12,161
51305285679,bbd,80,266
51305298997,dgf,10,249
51305301542,ega,185,140
51305327425,bfc,36,213
51305329378,acf,134,105
51305334804,cbc,17,122
51305338369,ecg,18,14
51305357082,ace,212,180
51305365521,efb,165,110
51305367924,fge,34,196
51305368505,bge,61,58
51305383345,cae,257,190
51305387364,bab,284,156
51305405982,bac,284,132
51305414303,bgd,249,193
51305450620,gfg,262,181
51305454506,gff,173,211
51305505669,dag,14,201
51305515255,fab,78,190
51305516550,efc,32,292
51305519246,edf,293,76
51305519779,abc,210,218
51305536406,bda,142,239
51305545526,bgc,46,277
51305582647,abf,39,16
51305591485,fbg,37,132
51305594719,efg,31,30
51305609563,fca,288,92
51305614082,bdg,44,209
51305628359,aec,186,14
51305638774,ggg,225,218
51305642930,ead,230,119
51305649726,daa,64,151
51305651809,egd,133,147
51305653350,gfd,20,258
51305662750,bgf,144,237
51305663442,caa,124,231
51305674029,fcc,286,101
51305677103,gdg,40,99
51305711078,eea,129,147
51305720015,bce,235,234
51305722735,ddd,56,119
51305734923,cfa,244,186
51305736737,bfd,286,281
51305773315,bba,50,22
51305781933,fbc,291,198
51305786402,egc,142,253
51305799366,fbf,246,183
51305809733,bff,128,276
51305832700,cec,107,177
51305850213,gee,25,118
51305863318,gcc,64,22
51305881737,fac,121,107
51305891355,ebg,265,40
51305917287,fbd,288,41
51305926135,cgc,103,247
51305930099,dbf,75,27
51305952955,gcf,266,16
51305988740,gef,285,36
51305998118,fgb,207,152
51306003276,feg,24,88
51306006529,dfg,80,246
51306042795,cgd,1,149
51306046079,gce,130,186
51306050289,ffb,217,199
51306053173,bfa,50,53
51306078707,ffb,235,191
51306103080,aee,192,168
51306128684,afb,35,204
51306197991,fga,291,99
51306238259,ffc,251,294
51306243727,gca,23,57
51306248666,gfc,118,193
51306279712,fdg,124,148
51306283072,ffe,10,193
51306285206,dgf,100,246
51306300343,bfb,82,27
51306324464,dfb,152,273
51306327312,dea,40,180
51306338595,dcg,156,171
51306346687,efa,188,189
51306364623,dbd,288,9
51306408519,ggd,204,186
51306423697,gaa,15,217
51306445278,cee,265,289
51306453723,eac,50,10
51306493720,abc,126,259
51306524680,bbb,134,295
51306543650,adb,288,255
51306560144,ded,257,12
51306564432,aff,52,179
51306570603,eba,266,58
51306605100,ead,232,120
51306627692,bfg,22,294
51306630330,bbb,110,271
51306642482,deb,26,248
51306647713,cde,143,154
51306666888,dae,270,68
51306668191,dge,213,28
51306673376,fbb,44,178
51306681739,gad,153,127
51306706526,bac,194,121
51306734024,fca,261,93
51306754619,fgc,35,17
51306770739,gfc,238,164
51306780360,fbf,231,164
51306784346,dce,42,165
51306789745,eec,190,73
51306799263,ddf,44,224
51306819734,aed,287,204
51306852321,dda,96,77
51306855387,fcb,80,120
51306880581,eaf,61,48
51306926318,dae,94,65
51306944252,cac,107,203
51306954456,ddf,75,197
51306971738,cge,85,105
51306973123,agd,96,97
51306986794,bee,107,149
51306999012,bba,52,22
51307007783,bcd,80,36
51307009034,gec,46,141
51307010526,eed,29,69
51307010547,cbf,268,216
51307014136,agf,182,120
51307017749,gec,234,155
51307036992,fdd,295,106
51307048422,eeg,152,17
51307061453,bgc,233,299
51307090689,ffb,103,175
51307094797,dfe,172,158
51307101411,gac,250,247
51307120355,dgg,85,52
51307151689,bec,126,281
51307153041,dbc,235,217
51307155573,acg,158,200
51307194878,cbd,269,304
51307195079,gde,152,136
51307226174,eba,22,51
51307243241,gba,118,215
51307251321,dcb,139,14
51307260826,cee,200,274
51307275307,gea,190,287
51307278804,gcg,245,245
51307282198,daa,190,140
51307304695,bbc,43,58
51307334948,dba,230,142
51307382343,eac,4,8
51307420369,fba,103,215
51307420378,dgg,133,50
51307421958,dff,95,179
51307442678,ffe,277,189
51307505765,ecb,75,20
51307509486,gbe,144,94
51307522423,afd,237,159
51307533079,adc,155,197
51307536775,dfg,81,214
51307576298,dga,216,236
51307594240,gff,74,242
51307601717,cdg,180,35
51307608473,eea,67,157
51307660021,ggc,156,97
51307670260,edc,50,103
51307684143,def,263,68
51307708062,bee,124,122
51307710921,efe,60,190
51307711882,fed,280,125
51307762016,dfa,75,115
51307781762,ecg,129,11
51307782965,bfe,102,102
51307784810,cff,127,183
51307811159,cbb,225,179
51307834179,dab,114,232
51307861466,fad,227,47
51307862978,agc,219,190
51307884745,dda,148,68
51307892948,cag,274,257
51307897066,gcb,297,70
51307916072,ddc,120,260
51307933667,cag,286,246
51307938699,gca,294,46
51307943324,ddf,44,226
51307967353,adf,80,12
51307991544,ccf,257,84
51307994892,baf,64,134
51308008725,cdd,138,98
51308075384,fdd,102,107
51308075925,fgd,86,11
51308077772,ecc,204,253
51308107685,dfc,56,98
51308108913,cga,118,208
51308118360,gge,165,243
51308126585,gfe,178,46
51308129231,bgg,20,195
51308132608,gcc,118,25
51308159688,ddg,203,45
51308176281,ffg,295,85
51308191424,aga,60,79
51308192964,bdg,69,229
51308197406,gac,32,254
51308200042,ggb,18,44
51308200873,dba,201,139
51308219884,fff,48,225
51308253763,dbe,236,31
51308260170,cce,161,172
51308281963,gag,64,284
51308292629,faf,273,117
51308300438,acd,19,180
51308314160,fda,177,231
51308317666,ecd,236,89
51308328766,egb,206,155
51308331810,fef,289,120
51308335447,fgb,76,168
51308351447,fag,23,151
51308369399,fcd,189,181
51308377934,ada,269,216
51308381931,gge,295,235
51308389343,ccb,125,109
51308431577,bcc,50,16
51308431965,bed,187,109
51308454887,cgc,166,229
51308457582,aab,23,234
51308462951,fbe,278,5
51308464220,gbb,233,258
51308471461,bea,61,146
51308479855,efa,59,192
51308500486,gac,58,299
51308513540,bbg,18,29
51308528303,dbb,73,57
51308548034,dac,211,228
51308549451,ebc,122,75
51308578804,adg,8,86
51308580888,ade,159,146
51308585466,dff,135,198
51308613807,cgb,163,10
51308633363,eda,150,88
51308634450,ecf,195,103
51308638707,ege,233,172
51308641026,dee,262,103
51308650817,bdb,258,172
51308672244,eed,223,65
51308684623,bdf,3,219
51308699399,bgd,174,200
51308707949,cdc,214,247
51308710099,eeb,295,36
51308739998,cfe,231,176
51308744448,fac,177,123
51308745464,dde,99,218
51308756505,geb,173,145
51308762133,cbe,78,216
51308762506,bfg,123,264
51308778683,ece,9,94
51308782360,fad,183,55
51308828491,dad,256,103
51308840436,bcb,265,13
51308848848,gab,47,225
51308854745,egf,159,86
51308855566,gbd,271,228
51308864045,fgg,225,120
51308868766,gcg,107,281
51308920803,dgf,171,246
51308921184,ddb,41,49
51308929877,aeg,174,145
51308945306,gda,250,41
51308956765,eff,102,75
51308976464,cgf,294,235
51309005523,cdb,25,19
51309012553,cdg,211,29
51309024825,dce,221,169
51309027089,eca,223,212
51309069863,cfc,226,222
51309078592,gbc,281,60
51309081193,bgd,127,231
51309092390,gfa,131,205
51309102203,cdc,13,261
51309118305,dfc,291,84
51309121477,cbg,36,157
51309126756,cea,252,270
51309150582,eee,285,16
51309167371,bfb,126,27
51309178075,bdc,256,128
51309186408,aca,290,273
51309223870,beg,183,259
51309257012,dfd,89,8
51309259672,gda,49,43
51309277941,gcd,129,41
51309280737,ffa,7,233
51309288297,ffd,15,128
51309301418,bde,216,113
51309321187,gga,206,79
51309337154,ede,92,249
51309339803,gdb,194,84
51309340215,add,21,263
51309405565,acb,256,298
51309429584,ged,49,22
51309437734,fee,188,212
51309450638,gdc,91,82
51309453115,eac,220,6
51309456954,bdf,163,192
51309498197,ccd,227,48
51309498623,fea,158,227
51309531016,geg,238,194
51309534751,bae,278,123
51309537147,efd,152,50
51309538113,ccg,143,276
51309574503,gdf,178,195
51309615342,eaa,3,66
51309616527,ffc,29,326
51309622841,fbb,125,156
51309627183,fcd,129,152
51309631634,dcd,198,133
51309645544,afe,208,221
51309646379,cba,90,14
51309651483,ceb,90,224
51309653817,abb,24,81
51309676887,ffg,155,100
51309688647,fgb,107,162
51309694385,gdd,182,204
51309716147,dec,45,181
51309716184,bad,264,143
51309746144,dfe,95,167
51309768443,aeb,264,166
51309778616,cda,95,191
51309785121,eff,107,89
51309797329,eef,11,216
51309814452,age,289,89
51309844143,gbf,249,66
51309856045,ebe,212,90
51309858616,cce,45,197
51309861972,cad,297,179
51309862289,cgg,216,100
51309869987,afa,247,47
51309883899,deg,210,178
51309886073,gff,10,251
51309887246,aeb,105,172
51309891675,ced,290,238
51309898434,gag,248,301
51309910856,aaa,90,49
51309919675,fdb,294,169
51309930909,fgg,32,104
51309943165,ebb,131,70
51309955017,dcf,178,279
51309957094,ege,294,187
51309957110,gee,190,113
51309966694,efc,150,329
51309995617,feg,158,100
51310014451,bga,221,30
51310037342,aea,259,41
51310055388,bca,153,55
51310072553,aag,220,237
51310081017,eae,13,292
51310084138,bbf,257,188
51310098426,bee,174,145
51310111549,edd,120,246
51310111856,dcb,289,11
51310150183,eed,191,69
51310158423,ffa,211,205
51310175619,fcg,67,127
51310194762,bda,167,284
51310221180,feb,96,223
51310245820,aaf,168,160
51310274724,bgg,86,232
51310278631,cad,219,187
51310292601,baa,56,142
51310294000,dee,117,82
51310303231,acf,286,122
51310328841,geb,90,145
51310336763,gef,170,36
51310351350,afg,51,149
51310355488,gfd,53,260
51310395587,cde,282,174
51310407457,dbg,8,116
51310428760,ccg,14,278
51310444299,egf,228,78
51310444845,gce,281,213
51310501140,aae,276,32
51310523688,afa,145,48
51310529134,ggf,23,13
51310559966,eae,187,294
51310562186,eba,221,57
51310565613,bfa,84,44
51310573359,ece,141,91
51310600060,bdd,84,147
51310620184,abe,29,43
51310654813,fec,213,68
51310656122,cag,222,209
51310670500,bfe,214,99
51310670572,bfd,236,300
51310714420,agb,56,121
51310734809,cfg,96,100
51310737179,gge,219,199
51310781299,ecc,298,230
51310802988,cge,97,88
51310805425,ccg,293,269
51310817324,fdc,278,77
51310820632,fce,100,9
51310831835,egg,208,42
51310843580,bbd,95,287
51310873969,bfc,33,238
51310874440,bbb,206,265
51310884683,aec,203,15
51310891744,aba,122,135
51310922080,cbc,131,134
51310928077,aff,99,189
51310933999,efb,266,130
51310953929,dae,225,71
51310956449,cab,81,149
51310983009,fde,88,109
51311014575,dac,91,255
51311049021,bge,4,55
51311064272,gad,202,111
51311079257,dff,245,170
51311101979,dgg,232,52
51311137789,cbg,107,169
51311143555,ebg,208,45
51311145644,aga,2,81
51311164750,bec,147,272
51311188186,bbc,295,62
51311195041,gcf,15,19
51311247894,ccf,8,84
51311273278,dee,80,83
51311291213,gaa,298,245
51311305108,fba,114,242
51311324645,gcg,205,264
51311325100,efg,167,28
51311353132,cdd,142,107
51311361906,gef,109,35
51311378071,fcf,161,115
51311383371,bea,126,118
51311388324,fag,95,144
51311399679,dea,116,153
51311405070,afc,230,253
51311409608,cac,243,178
51311410095,gad,18,103
51311411133,edg,157,141
51311414186,gbg,164,231
51311414697,dbb,33,60
51311432336,abg,182,188
51311445244,feb,92,249
51311462692,ecb,121,16
51311466532,acc,28,61
51311472624,agg,85,282
51311474071,fdf,211,159
51311488741,eaa,73,60
51311577019,gda,221,43
51311588072,cdf,105,72
51311602578,aef,246,82
51311603731,fff,234,211
51311620114,bbg,159,30
51311653671,dbc,275,253
51311660961,edd,78,280
51311671820,fgg,23,106
51311687893,fgc,148,13
51311728324,eef,108,192
51311755299,cfd,42,64
51311775126,ced,234,207
51311783845,gaf,39,141
51311783934,gbe,129,108
51311806417,cba,165,12
51311811969,gaa,22,200
51311827137,eef,234,163
51311838732,abd,281,195
51311857828,ddd,266,139
51311887346,cca,176,193
51311899264,gaf,35,124
51311899810,dfc,57,71
51311924565,feb,241,291
51311933507,bgb,7,131
51311987536,afb,130,230
51311989651,fec,64,60
51312046763,agg,54,324
51312049972,eaf,76,53
51312057199,dfd,224,8
51312069292,eff,290,81
51312088174,cge,119,98
51312116280,aee,6,166
51312130712,eff,282,67
51312151688,fbb,50,163
51312218272,afg,116,174
51312219935,aae,177,35
51312258916,egc,209,265
51312287059,cag,268,242
51312329073,bag,41,183
51312347986,ade,206,148
51312359069,dgd,24,39
51312375509,cfg,70,117
51312407765,gfb,244,180
51312408177,dbg,234,122
51312421728,egb,126,153
51312469562,cfg,258,108
51312473066,gdg,294,112
51312480674,gbc,155,66
51312496766,eba,117,59
51312508553,ceg,274,41
51312510573,ded,276,11
51312524901,afg,290,194
51312529912,aad,195,92
51312550662,fec,169,48
51312569085,ddg,26,48
51312576882,edb,94,184
51312584144,gdc,226,85
51312591730,bef,127,215
51312660580,ace,109,196
51312661254,fgf,70,187
51312667318,fee,206,245
51312669259,eca,74,182
51312694638,gfe,180,43
51312695112,fca,55,76
51312707428,ffe,97,175
51312716859,gbe,246,109
51312738511,eee,170,14
51312741783,fbb,235,156
51312744381,adb,242,257
51312749621,dgc,180,234
51312752333,edd,218,305
51312752584,fbc,10,221
51312787062,cfb,186,245
51312839896,cee,157,276
51312856388,acd,60,203
51312859455,cgg,24,119
51312892879,ebf,30,286
51312915764,bfd,213,240
51312938719,bcf,286,314
51312950172,cce,53,198
51312951401,fcf,262,101
51312978624,fbe,135,5
51313022387,efg,209,29
51313034713,ecb,135,17
51313035392,edd,299,301
51313041571,gfa,182,209
51313043886,daf,11,169
51313050625,cde,197,154
51313063908,gae,269,194
51313078364,acf,242,108
51313089208,eag,50,120
51313096172,bgd,187,191
51313099862,cbf,262,187
51313100521,ccc,156,257
51313157027,aef,107,96
51313158460,agc,144,157
51313180644,egc,57,278
51313185126,eab,100,166
51313189150,gbb,65,265
51313190293,cae,147,178
51313203837,bff,196,295
51313211944,gcb,230,64
51313217654,egd,130,130
51313233911,beb,244,52
51313239829,bec,87,263
51313253567,dca,11,48
51313255701,edg,110,135
51313258655,fda,64,272
51313261911,bbe,224,138
51313331415,cef,161,328
51313371137,aac,162,100
51313386262,bac,52,106
51313392859,dag,225,172
51313399963,ede,18,296
51313401198,abf,230,16
51313402389,fbg,38,110
51313404468,gdc,37,75
51313418749,aca,181,253
51313421367,eaf,139,42
51313428959,dba,223,152
51313440755,bac,251,106
51313441456,gaa,271,220
51313448929,ffb,137,169
51313453366,ddf,8,223
51313487295,ggg,49,246
51313494914,bbd,264,289
51313499645,def,176,62
51313514160,cbf,48,211
51313534126,eed,153,62
51313542178,dcc,115,156
51313548705,feg,105,114
51313551270,fbf,258,172
51313552521,cab,261,147
51313555972,fgc,154,11
51313556885,edf,166,76
51313591121,bdg,19,217
51313596654,aad,139,79
51313616961,gac,201,278
51313625932,bcb,186,13
51313627440,bcc,135,13
51313641667,baf,98,117
51313683360,gde,278,123
51313694193,fae,67,324
51313753686,agd,185,83
51313766148,cec,197,200
51313767126,cgb,163,9
51313768504,bed,241,100
51313818181,ggf,208,10
51313833947,cgd,193,123
51313834544,fbd,97,48
51313849425,fgb,216,157
51313925155,eba,10,68
51313965581,bga,107,25
51313968728,ffb,113,180
51313987348,dce,83,190
51314006986,fef,209,116
51314039239,bda,174,315
51314041903,caa,174,184
51314046697,ebd,232,296
51314054691,dce,153,167
51314062785,ebc,42,60
51314139319,dga,163,276
51314177668,gdf,233,165
51314209908,aaa,83,54
51314213823,fcb,15,121
51314215904,gce,60,217
51314228542,dfe,294,161
51314237857,ccb,39,103
51314248856,cfc,221,182
51314254170,gba,98,172
51314301667,bdf,59,218
51314321584,bcg,175,196
51314322279,ddf,88,258
51314337529,dfa,244,116
51314378579,fee,205,279
51314395975,dgg,111,41
51314403625,gcb,298,56
51314425691,dgc,159,215
51314437740,ggd,108,156
51314445164,agd,263,79
51314446039,fga,129,113
51314502431,bgd,182,206
51314506917,efd,260,50
51314516954,bce,62,264
51314532652,gea,170,266
51314603603,eac,241,6
51314629660,eaa,80,57
51314634929,fbg,153,106
51314668560,faa,66,181
51314668814,dgb,50,190
51314672336,cca,161,200
51314687894,dcg,107,189
51314697919,gcd,76,41
51314717995,deb,175,275
51314740383,dfe,43,173
51314757309,cff,11,166
51314763853,adg,114,89
51314763898,fba,255,237
51314781905,dfd,216,7
51314807302,dbd,31,10
51314827370,dfc,170,60
51314830430,ead,156,128
51314840214,cbb,217,161
51314854988,gee,108,96
51314883843,gce,200,173
51314885417,ega,49,128
51314902552,bfc,160,226
51314909062,dab,211,243
51314911549,fgc,227,12
51314914247,gec,180,173
51314946657,fbd,173,43
51314979185,dge,74,33
51315001116,caf,131,125
51315001786,egd,207,135
51315005591,acc,275,54
51315024395,acg,298,220
51315036547,gbb,50,254
51315046994,fab,289,203
51315055829,dfg,35,239
51315068836,fgb,141,128
51315087231,aed,74,195
51315092260,fdb,283,182
51315092749,cdc,180,216
51315102019,gca,175,36
51315116275,fge,108,215
51315116592,fcc,127,86
51315117242,abc,99,256
51315125690,bab,86,185
51315136686,bcc,82,13
51315157079,daf,154,148
51315205837,ebg,238,46
51315210160,cec,51,204
51315240733,dab,46,260
51315273025,bcc,157,13
51315300822,cbd,75,325
51315315573,edc,129,83
51315320853,cgg,149,110
51315327690,ccb,136,108
51315337385,ead,221,117
51315337632,bae,16,140
51315345255,fgc,126,9
51315364396,ebb,84,75
51315378749,fdg,79,155
51315410863,dcd,256,115
51315413435,gfg,94,173
51315415405,dfb,143,324
51315424026,daf,22,133
51315437128,bdd,272,147
51315440973,dbf,17,30
51315447776,cee,183,248
51315451913,ccf,263,99
51315460885,feb,253,343
51315468761,aag,274,270
51315514621,bgf,174,194
51315525469,eag,100,126
51315528809,eea,218,135
51315533160,ged,293,21
51315537640,cee,236,213
51315559813,bbg,5,35
51315585674,ebg,139,51
51315609929,fce,260,10
51315618903,aac,256,118
51315626371,eag,124,107
51315660821,cfa,17,174
51315666468,fgd,13,12
51315682103,bad,76,118
51315682375,ggd,208,141
51315699577,fgc,105,8
51315745488,eda,106,96
51315756413,daa,26,154
51315786648,abc,126,227
51315817492,ddf,212,265
51315833825,bgc,25,290
51315852282,cbg,210,187
51315861116,ggb,215,40
51315868469,cgc,209,185
51315878263,ecf,156,93
51315890739,fag,149,145
51315900198,aaa,67,55
51315905774,aff,33,181
51315906240,feg,144,115
51315918982,cda,82,221
51315940094,adc,157,208
51315976466,cfc,193,191
51315988761,aeg,288,120
51315989586,gfc,64,147
51316007850,dbb,269,55
51316033364,ceb,15,259
51316037418,ged,128,20
51316085651,bde,262,97
51316092496,bbc,80,59
51316098846,gda,286,37
51316107294,ffa,243,205
51316112421,gef,65,32
51316151417,bag,89,193
51316175606,gdb,47,82
51316184483,efa,218,199
51316231003,bba,296,21
51316250274,gfd,229,241
51316255130,agc,73,127
51316258350,eeg,92,19
51316264897,bbf,52,189
51316285264,cee,18,238
51316293980,dea,14,177
51316296014,fed,52,115
51316302642,ddf,275,272
51316309750,fac,277,136
51316318371,bdc,276,122
51316320375,gfe,287,47
51316338081,cfb,135,249
51316364349,cgg,217,101
51316375952,ffa,210,202
51316378399,bcd,192,38
51316396152,egd,161,148
51316420409,bcf,132,251
51316425551,dcb,185,10
51316431758,geg,228,223
51316462667,afd,243,130
51316487251,bbe,69,129
51316527871,adf,221,13
51316530516,ead,224,105
51316538411,ega,48,135
51316577366,eec,180,81
51316578694,edf,265,62
51316582042,dde,159,224
51316591442,ffc,18,306
51316605557,gge,251,199
51316637166,bcb,179,10
51316640681,dbd,48,10
51316646292,abc,156,202
51316660483,cdf,237,81
51316670286,eac,75,5
51316719596,ggc,31,91
51316768825,ccd,54,54
51316799578,ead,30,100
51316813137,fee,74,265
51316826678,ecg,249,11
51316827159,ace,65,162
51316830698,egc,140,330
51316839698,eca,103,147
51316846367,eff,257,67
51316856891,fdd,134,90
51316867252,cda,176,232
51316882335,gbd,190,198
51316891206,aae,290,40
51316894530,gab,107,240
51316896264,gbd,135,174
51316900014,agf,249,103
51316919755,eea,294,137
51316936271,ccc,181,239
51316943444,fbe,107,5
51316948136,ada,210,196
51316963304,efe,9,201
51316965860,dbe,117,31
51316975969,eec,85,85
51317032240,aed,235,156
51317041984,ddc,186,236
51317047828,deg,37,154
51317113364,gbg,227,205
51317145564,aac,81,112
51317159549,ebc,173,55
51317189376,cda,199,204
51317189450,fbf,212,178
51317196844,daa,169,144
51317211769,cdg,43,27
51317225600,gfc,2,164
51317227015,abd,197,228
51317227615,cff,187,174
51317237986,dfc,278,71
51317241980,fcf,141,107
51317242023,geb,293,121
51317257171,bgc,227,292
51317262250,eeb,53,34
51317268559,ffg,82,112
51317299538,dag,31,173
51317316017,fbd,211,45
51317336103,efe,100,211
51317341689,cdc,33,224
51317346215,fea,252,247
51317347485,aaf,18,132
51317357886,fcg,131,109
51317364166,faf,182,132
51317370826,dgf,150,285
51317371423,bac,20,117
51317375733,afe,129,198
51317377198,dce,182,136
51317383672,cab,118,126
51317410300,aeb,33,146
51317437683,cfg,65,109
51317442842,aea,268,34
51317448779,gcc,264,21
51317449609,dfd,135,5
51317502116,dbe,142,35
51317512572,eae,185,285
51317535958,dec,117,182
51317548388,dda,285,58
51317550290,ecd,13,94
51317574227,cde,86,154
51317575062,fcc,59,91
51317580010,cea,18,234
51317602896,fff,67,185
51317615134,beg,71,259
51317631241,bgg,174,215
51317642668,ccg,93,277
51317648795,aec,172,16
51317649003,gaf,253,114
51317663936,gag,297,328
51317706553,bcc,292,12
51317731439,cga,150,230
51317744544,daf,46,123
51317748317,cef,89,334
51317757648,ged,112,20
51317782741,eea,247,123
51317832587,bdf,89,257
51317856744,fga,157,100
51317872208,gad,229,96
51317887940,cge,181,110
51317924491,cff,275,179
51317929391,aad,265,92
51317938499,cad,220,181
51317947748,bee,172,142
51317968646,daa,214,131
51317971425,gbb,144,269
51318008598,eaf,269,48
51318016282,ddb,66,39
51318026709,ccc,263,274
51318050871,baa,131,130
51318054268,bba,22,23
51318060813,cfd,279,67
51318067215,egg,155,36
51318074552,cgf,271,265
51318075767,abg,195,216
51318084899,bdb,218,166
51318100077,bca,61,49
51318100295,dad,252,99
51318107737,ecc,104,259
51318110324,ccc,1,323
51318130405,agg,161,275
51318135364,fde,222,107
51318177240,ffd,131,112
